textureGuid,spriteFileId,spriteName,texturePath
0d79b06ead83e7e4dad82fb579cce8fe,3286163911610860551,2240Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2240.svg
95055bc359963a846b19d6945405b144,3286163911610860551,2241Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2241.svg
a6917820c07138d4990792ac8289c7ae,3286163911610860551,2242Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2242.svg
d638005013e18224193e8eec838e37b4,3286163911610860551,2243Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2243.svg
e1f87c8e7911520429586e9bcaa72b12,3286163911610860551,2245Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2245.svg
121a519650e23a24e97ea61e41575ae1,3286163911610860551,2246Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2246.svg
27e5f42aab901014ca150131f6c8f27a,3286163911610860551,2247Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2247.svg
f114afd7cf4fec14d90014883281f4d5,3286163911610860551,2248Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2248.svg
3be0a4433a74dc546a0ab8211f149d69,3286163911610860551,2249Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2249.svg
4c226613429258741806afdcee445a83,3286163911610860551,2250Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2250.svg
71f8e2bd795ed28459cf0ed0824af289,3286163911610860551,2251Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2251.svg
ad8b0e8706b112c4780626c65ea85868,3286163911610860551,2253Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2253.svg
846c5f900602a0c47839dfd6d280367f,3286163911610860551,2255Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2255.svg
70a7ddaf9ae033d41be5ff00611711ea,3286163911610860551,2258Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2258.svg
6496f31f2655fe84a8994b530b437c0f,3286163911610860551,2259Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2259.svg
600851f879be5334aa6035e8d93082fb,3286163911610860551,2260Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2260.svg
bb41c13faa609334e95183804abb8588,3286163911610860551,2275Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2275.svg
55190ba68e725a04685a7e5658392747,3286163911610860551,2276Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2276.svg
b2a68f2d7b16c5d43ba9eeccf3d8399a,3286163911610860551,2277Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2277.svg
facc2e56f44309340a5d2c903b2b8a0c,3286163911610860551,2278Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2278.svg
45163f05a8fa9594eb7d4aafec66265e,3286163911610860551,2282Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2282.svg
751126a286b24a649a321541c652d1af,3286163911610860551,2283Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2283.svg
8d966286bd8fa7d46aa66a01cf9767fa,3286163911610860551,2284Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2284.svg
601ad08184d253c409483505871ed20d,3286163911610860551,2285Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2285.svg
5bdbb90912c443342ab7b5da587c9275,3286163911610860551,2286Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2286.svg
6868f9654ceeabc4bb30347574802d8d,3286163911610860551,2287Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2287.svg
87719c386f7af5440a96832a85059ecf,3286163911610860551,2295Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2295.svg
157c53aab2decae4db67edb40fbeab80,3286163911610860551,2296Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2296.svg
3e34fe0aeb6877046a6f91e3b8c53789,3286163911610860551,2297Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2297.svg
68393ab62448c904593f1177c8e1fa71,3286163911610860551,2298Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2298.svg
35c026a91eab48e40971a6ecea790cc6,3286163911610860551,2299Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2299.svg
475ad5c1866c1494493d4734beb701ef,3286163911610860551,2300Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2300.svg
f3a960d13b95eb84ea1558a0ed512e25,3286163911610860551,2301Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2301.svg
870ad25f7109157469c8d9ce35b636b6,3286163911610860551,2302Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2302.svg
03a763ba4806c3748887fa77ea7fb581,3286163911610860551,2303Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2303.svg
e87ffbbb1fa53fd4b9f4d0ac274f0811,3286163911610860551,2315Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2315.svg
742f6914485d5b24e9858257447f57f1,3286163911610860551,2318Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2318.svg
a62c4269375bce343ac20380b9da33ec,3286163911610860551,2320Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2320.svg
95cff1eebd263eb438b7552022aa760f,3286163911610860551,2321Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2321.svg
3787690e8c3898a429ed0bf1c19f88f4,3286163911610860551,2322Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2322.svg
ae381af9ccd93bd4883c81ef46fdafd8,3286163911610860551,2323Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2323.svg
7ebece450ae6ef149809e593b6356070,3286163911610860551,2327Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2327.svg
036f3679d1cd42b43880b4260feedf87,3286163911610860551,2330Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2330.svg
300d19f55f704774d8b41ec7c3cf596f,3286163911610860551,2332Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2332.svg
522bd01ddf667fe4eb3dc35089174127,3286163911610860551,2335Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2335.svg
70dffef84dfc3754e823951360ada818,3286163911610860551,2337Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2337.svg
e60675982d12c56479dcd7d2fede5255,3286163911610860551,2340Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2340.svg
7a891b574a8b01746884d06a7fa74130,3286163911610860551,2341Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2341.svg
cb1fda1e60e035f43814c993b59f4d0f,3286163911610860551,2342Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2342.svg
a3d5b6e447b89754e9063eb941c35fa5,3286163911610860551,2343Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2343.svg
be540b01b4628a94eae3f5009f64133f,3286163911610860551,2344Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2344.svg
f08ecd4cc6cd822498a3a392ee132dd5,3286163911610860551,2348Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2348.svg
40fcdf6bb61de0242b39506ff24d3baf,3286163911610860551,2368Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2368.svg
c41effad32187844da020d1adf850457,3286163911610860551,2369Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2369.svg
33e284a05e3587e4582493a16da4751c,3286163911610860551,2371Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2371.svg
7e48b5a219b67dd438ae7d1ae6e46dbe,3286163911610860551,2372Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2372.svg
0025e8795794f7e41bbcf4ff30c202b3,3286163911610860551,2373Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2373.svg
9d2ea938fa140904a99c93eac9921ccf,3286163911610860551,2374Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2374.svg
391249bbcf0c61540bfa007e0e28b205,3286163911610860551,2375Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2375.svg
025c9549bba179f4aa053f7e233fb7f4,3286163911610860551,2376Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2376.svg
7d357691e25d7024f9ea27bf38c3cee4,3286163911610860551,2377Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2377.svg
ab45179ac873fa04a918b4e70f7a6d3f,3286163911610860551,2378Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2378.svg
825ec18b24d01f34c8df7fe780a106d4,3286163911610860551,2379Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2379.svg
3061fe59e149d04429c16bf1c9d14964,3286163911610860551,2381Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2381.svg
0a4c8533eb1882a488ebe58bf6663d92,3286163911610860551,2382Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2382.svg
ab3a6ff42c2bf374281b2d7b95562148,3286163911610860551,2400Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2400.svg
400dbb62c36fc684d9ce176528e93464,3286163911610860551,2401Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2401.svg
b2bb05f6fb7fc4343a7a8bf967bc76bf,3286163911610860551,2402Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2402.svg
af5f36a421e105e4aa6dc725bcaf935a,3286163911610860551,2514Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2514.svg
6057903b1035f31479b0cafe5c531b63,3286163911610860551,2526Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2526.svg
6364faedef894404fa08ad983d00fd3a,3286163911610860551,2527Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2527.svg
b550a92c1fe8fc4498f30038c1fa9999,3286163911610860551,2530Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2530.svg
24f753c7601e18a4b97347b6ea6a4fc4,3286163911610860551,2531Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2531.svg
2589a20871352354d995254fca57f2c6,3286163911610860551,2556Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2556.svg
ea17661f332b29d4e8b2efb1e0d5fbfc,3286163911610860551,2563Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2563.svg
ad347e6f6a8734345a21e49ad42ed5a7,3286163911610860551,2566Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2566.svg
97accedbcbacb994aa701497408e3535,3286163911610860551,2583Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2583.svg
531c8fbf8193db8418453aa53dd6e264,3286163911610860551,2605Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2605.svg
f594dd426a7021844ab6d30e356a291a,3286163911610860551,2606Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2606.svg
4a76936f70e20f346893270a9c668681,3286163911610860551,2607Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2607.svg
d4b6723d875e8e942bf1558b069496f0,3286163911610860551,2608Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2608.svg
6428818b7fea0e14b8d1333313b268fe,3286163911610860551,2609Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2609.svg
4e9116b5c1c6a7b4fa87a866d95cf50a,3286163911610860551,2621Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2621.svg
6546926ea400abc4cbbd6c7e40c87f35,3286163911610860551,2626Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2626.svg
92e8f626720cb4c43883de067bb8df22,3286163911610860551,2636Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2636.svg
808143681cdb15540836ca039e585f67,3286163911610860551,2674Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2674.svg
f2d0c09ea81fe6e4ca91ca11d1e1c7fd,3286163911610860551,2675Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2675.svg
4e1add5332dbb7145ab700a156db4292,3286163911610860551,2682Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2682.svg
ef845bff816ee5d4797e6c946cba9b2f,3286163911610860551,2683Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2683.svg
5eae4a2ba5cfdac42810e91a39e28c84,3286163911610860551,2684Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2684.svg
dc719cc6973227e47ad9da85c94c6cb8,3286163911610860551,2685Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2685.svg
da5ae97aca873f944ac879666561d4c0,3286163911610860551,2686Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2686.svg
e9b7bcef5d9625442bae9b152a7424bc,3286163911610860551,2687Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2687.svg
e776c535850486a4c831c413ad956f40,3286163911610860551,2695Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2695.svg
2bfa4362e06e7884b84f8365082f06f4,3286163911610860551,2697Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2697.svg
977717aa6b9cb6445b64e48c23e611ca,3286163911610860551,2698Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2698.svg
45d1a73e9c0cece4c8c84f444d943b12,3286163911610860551,2699Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2699.svg
292a9187afa4a684dba7700f66e7f0ae,3286163911610860551,2700Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2700.svg
0d7e0c95254c2ec468341e0dbbe91340,3286163911610860551,2701Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2701.svg
9f936cb11152e1740963806a7ff8e955,3286163911610860551,2702Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2702.svg
9a0517922865c6e4ca287d0278e8cf1c,3286163911610860551,2703Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2703.svg
32d71b0c202afc546a950a2579490cf7,3286163911610860551,2704Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2704.svg
3d2aa05d650037e49865d6e76f21219b,3286163911610860551,2707Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2707.svg
35d095febbe4ec94782154ddef549102,3286163911610860551,2711Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2711.svg
5225a35eff449cf4d923ce6b31719c6d,3286163911610860551,2713Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2713.svg
b0918cce07649544abbb4969d3773487,3286163911610860551,2716Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2716.svg
489cba9d85bfd2b4790454995699ed19,3286163911610860551,2719Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2719.svg
bd393793be5c27141aee30761100cf4a,3286163911610860551,2722Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2722.svg
270833ec34b70404185daa94fac30120,3286163911610860551,2724Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2724.svg
29939fb934d42e14e9a7d920fe3ecade,3286163911610860551,2726Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2726.svg
aef359a548df14441aaafc244bfd94a3,3286163911610860551,2743Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2743.svg
05e8d16e37b18e2468272e6d4111dd0f,3286163911610860551,2744Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2744.svg
3cf861105f86df942b05ab3578ef74f5,3286163911610860551,2745Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2745.svg
dca7b1439ea8db64ca41da5785d78ab4,3286163911610860551,2746Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2746.svg
4dfe914afa68aea4687f8a89da594ca7,3286163911610860551,2747Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2747.svg
2ad82894ce11a214e96d9c8afaec49a0,3286163911610860551,2748Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2748.svg
c515e4f96b14e6e48aa5737cdf5a8cfb,3286163911610860551,2749Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2749.svg
838770ccf1b9b2a42b68c64f1189bb1c,3286163911610860551,2750Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2750.svg
960178d88a18ab44cb5956e5fae3d3b4,3286163911610860551,2751Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2751.svg
1a9196d737acf69488cc9d4dfe303138,3286163911610860551,2759Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2759.svg
3f0f3d44a24d8c4409a631561e6498ad,3286163911610860551,2762Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2762.svg
d7bb4e641d055d740a688037c87313a2,3286163911610860551,2766Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2766.svg
54b9c2e080d77e3448ebc70851f66792,3286163911610860551,2769Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2769.svg
304276c136a61fa40bd3bf4657fa96c9,3286163911610860551,2772Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2772.svg
bd51a07fd8973e545bfdcdac7cf6d93a,3286163911610860551,2773Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2773.svg
b94bcd60cea72b54f9c79eb3e6495e80,3286163911610860551,2775Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2775.svg
2f1f1094c4fc36249b9a64ccfc1d2f80,3286163911610860551,2777Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2777.svg
89275a48282b26242815020d8dde05e3,3286163911610860551,2802Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2802.svg
65906034d84f9694e8a7a7600f59e950,3286163911610860551,2810Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2810.svg
54ef5ce76c7bc3e4e9e90a2ac85317c0,3286163911610860551,2811Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2811.svg
0a779498400cd22409f5c6accf2380c2,3286163911610860551,2812Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2812.svg
a555b024ce780f34ba78eea287e01540,3286163911610860551,2819Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2819.svg
de7292b32762317419a1e5ebd5f97e88,3286163911610860551,2827Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2827.svg
8a37d1804c8937c419846a4a106c00f7,3286163911610860551,2828Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2828.svg
94a0b7f557ce2aa49828922d9cbbb17e,3286163911610860551,2829Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2829.svg
52dd8ac53a9a832438133627c48f44f2,3286163911610860551,2841Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2841.svg
7daadb024d3daf5419d93c6aba593ec2,3286163911610860551,2845Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2845.svg
9670b4757dce0844781c6bd98ed547c9,3286163911610860551,2846Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2846.svg
d5b04df864fbb54429654074566b8173,3286163911610860551,2849Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2849.svg
ae3bcdf870770a8439809549a225380b,3286163911610860551,2850Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2850.svg
c48f01496a85c8541b96e3b844fb1a18,3286163911610860551,2867Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2867.svg
4d94b95cc5f841f4fb12b4ddd34d87c1,3286163911610860551,2868Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2868.svg
42aaeafdb1b95e04a8e263c075ae5468,3286163911610860551,2882Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2882.svg
5d82d95bf6e55d147b3fff88a4bc1c0d,3286163911610860551,2884Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2884.svg
ac4dcaf1e134e0a4aaf50df632885591,3286163911610860551,2885Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2885.svg
952aac3fd3b46484b8b263dc95289332,3286163911610860551,2887Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2887.svg
6263dc7137c684140894b773c25ea77d,3286163911610860551,2889Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2889.svg
b7ab8facd06545a4c9ab9d7b5e7f2811,3286163911610860551,2892Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2892.svg
e3482cba555d16744aa8789bb6df4806,3286163911610860551,2895Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2895.svg
08d66ea3456d1574ebff49922c47e40b,3286163911610860551,2897Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2897.svg
a2654b7f307379f4cbe4e2b703f14e34,3286163911610860551,2898Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2898.svg
9c066645af9f6ce4f957307002b4fdb4,3286163911610860551,2939Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2939.svg
6a30dbcc0166fb94286a33bf70b3b291,3286163911610860551,2940Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2940.svg
01d39c8fe5a54404eb2953989ca846dd,3286163911610860551,2941Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2941.svg
7b8a669fb33a5e8429495b214a93c193,3286163911610860551,2942Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2942.svg
8559a4feb060b4d479b5b399657c290e,3286163911610860551,2943Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2943.svg
94b10c9d02e0e184096115d9942ef448,3286163911610860551,2945Sprite,Assets/Sprites/Characters/BattleModels/Imported Shapes/2945.svg
